,title,rating,review
10,Black Panther: Wakanda Forever,7," Unlikely to make the same impact as the original  Wakanda Forever is a mature and effective Marvel outing:A cultural phenomenon that was the rare type of film that struck a chord with critics, audiences, box office booths and the awards circuits, 2018's Black Panther was one of the most resounding success stories of the Marvel cinematic universe, with it always going to be a tough task for returning director Ryan Coogler to strike the same gold he did with his beloved first foray into the Marvel world.The task Coogler and his creative partners faced was made all the monumental by the tragic and shattering passing of T'Challa/Black Panther himself Chadwick Boseman, the type of heartbreaking real life loss the Marvel world has never had to overcome before in this way but against all the odds Black Panther: Wakanda Forever succeeds in somehow working with the passing of Boseman to make a cohesive film, that may not be ground-breaking, but offers up a very different type of Marvel film that is centred and driven by grief both imagined and real.Undoubtedly an entirely different film than the one that was first being developed by Coogler, Forever wastes little time dealing with T'Challa's demise and all of the films sombre moments of respect and consideration for the life of both the character and Boseman in turn is handled with aplomb here and when moving through the films (sadly overlong) 160 minute runtime, it's not too see and feel that this is an entirely different type of Marvel exercise that thankfully places the off-kilter comedic focussed mode it's been operating in since the early Guardians and Thor: Ragnarok days to deliver a more mature offering that's fairly likely to not win over the younger fans that have made Marvel their own over the last decade.With Boseman and T'Challa no longer the central focus of the Black Panther universe, much extra weight has been added onto the likes of Letitia Wright's Shuri, Angela Bassett's Ramonda, Winston Duke's M'Baku and Danai Gurira's Okoye, with all returning players once more delivering the goods for Coogler on the acting front with Wright in particular impressing with a character that is now largely far removed from the one we initially saw in the original.As is usually the case with a Marvel outing some of the best moments in Forever stem from the new players with Dominique Thorne's feisty and gung-ho Riri likely to be a new fan favourite (even if her role here is slightly forced) while Tenoch Huerta's new adversary Namor is one of the more effective ""villains"" Marvel has introduced in the cinematic landscape since the full reveal of Thanos many moons ago.Mostly recognisable from some TV work and mid-tier feature films, Huerta's take on the underwater dwelling Namor is a massive win for the film and much like Killmonger in the 2018 outing, his performance and character arc provides much weight to a film that without him may have felt like a lesser event, with motivations one can understand up to a point and enough development and growth where we can see so much potential both good and bad, Huerta and in turn Namor make us wish for more exploration of a whole new kingdom of Marvel that is hopefully explored even more than it is successfully but briefly looked at here.Another element of Forever that must be made note of and celebrated is the work of composer Ludwig Göransson who creates one of the most unique and noticeably effective Marvel scores we've yet encountered and while his work in the first film and other recent outings such as Tenet and The Mandalorian TV series showcase a talented artist at work, this is the type of score that heralds in the official arrival of a composer that could be about to shake the industry up in all the right ways.With a lot of elements to enjoy, Forever is unlikely to have the same type of impact either culturally or narratively as the first outing did and there will be some that find Coogler's close to three hour epic overly long in the tooth with a sagging middle section the most notable instance of running through the motions, while some side characters that appear set to play bigger parts merely come and go when it pleases the story, with the film at its best when it allows the likes of Shuri and Namor the time they deserve in the spotlight, especially without an Avenger or an unnecessary cameo in sightFinal Say -Considering the odds stacked against it, Black Panther: Wakanda Forever is without question another success story for Marvel but not everything pays off in Coogler's high-reaching outing that overstays its welcome at times and may find itself fairly/unfairly judged against an original it's not going to match for impact or sentiment.3 1/2 wing feet out of 5.Jordan and Eddie (The Movie Guys)"
11,Black Panther: Wakanda Forever,10," The Beautifully Crafted Film Is Heart Wrenching  But Showcases The Power Of Identity  Culture  Family And Pride:The beautifully crafted film, Black Panther: Wakanda Forever is heart wrenching, but also showcases the power of identity, culture, family and pride. The costumes are intricate and gorgeous; the music is moving; and the acting is just spectacular. I felt captivated during every moment of the film, and the nearly realistic world of Wakanda made me feel like I was there myself, even though it is futuristic and fictional.The storyline follows Princess Shuri (Letita Wright) and the Wakandan army as they fight to protect Wakanda from a new force that threatens to attack their home. After the heartbreaking passing of King T'Challah (Chadwick Boseman), Shuri and her mother Ramonda (Angela Bassett) are left with the weight of the country on their shoulders. They must band together with Nakia (Lupita Nyong'o), General Okoye (Danai Gurira), and young scientist Riri (Domonique Thorne) as they constantly battle to save the only home they know from an otherworldly army, which threatens the secrets of Wakanda's renowned Vibranium. Will they win this excruciating battle, or will Wakanda fall?Letita Wright, as the protagonist, Princess Shuri, performs beautifully. Her acting choices and authentic emotion are captivating. While this film is dark and somber, there is still enough comedy to keep you chuckling, just at the moment when a little happiness feels most necessary. The music in this film is perfectly aligned with every sequence in the story - powerful in battle scenes; sorrowful at moments of loss; and uplifting in moments of triumph. Without the music, viewers would not be so easily transported into Marvel's Wakandan world. The intricate and bedazzled costuming is gorgeous, displaying the marvelous variety of design from diverse cultures around the world. And last, but most certainly not least, the visual effects and CGI are spectacular. The beauty of Wakanda's futuristic world and technology is so real that you can almost touch it.There are many messages in this film, but two stand out to me the most. First, always trust your heart; it will lead you in the right direction no matter how many paths there are to stray from. Second, no one is ever truly gone, they will live for as long as their memory lives inside you. These messages are uplifting for everyone who needs comfort. Although there is violence in this movie, there is not much gore. The use of a variety of weapons makes this film more appropriate for older children and teens.I give Black Panther: Wakanda Forever 5 out of 5 stars and recommend it for ages 12 to 18, plus adults. By Nyara A., KIDS FIRST!"
12,Black Panther: Wakanda Forever,6," Empty:Obviously this movie is a huge thing. Chadwick is a legend and will always be seen as the black panther. This movie was just so filler and boring with a pace that's way too slow for a 2 hour+ film. It's not a bad film it's just a long slog of a movie. Nothing big happens in the movie at all apart from the mantle passing of black panther, it's very empty. Compared to the first black panther it's a completely different tone and pace to it which wouldn't be a bad thing if the story was engaging. Shuri becoming the new black panther I expected due to comic knowledge and I'm happy with that and I thought her story was decent along with showing her dark side especially in her fight with Namor. All the performances were great and I liked Riri Williams as an addition to the MCU, whilst some of her scenes were stale and the suit looked like trash I'll stay open minded for her show. Namor was okay, he was cool to watch. Namor and his people let the story down as it was built up to be this huge war but ultimately led to nothing but boring and ugly fight scenes between everyone and this was in the whole movie too! Namor was interesting just a poorly written character mostly which was unfortunate. The post credit scenes were underwhelming and they did a fast and furious by naming a child after the character/person that died which was fine I guess but unnecessary. The comedy was great though even though it lacked which is what made it rewarding when it happened. The scenes honouring Chadwick were fantastic though leaving me to tear up with how connected I was along with the world to this person and character. Those scenes were special. Also the film ended the same as it started with empty threats of war between the two groups leaving no hype for the future and the overwhelming feeling of being unrewarding. Overall Black Panther Wakanda Forever pays a beautiful and emotional tribute to Chadwick but lacks heavily in a well written or engaging story."
13,Black Panther: Wakanda Forever,3," Very weak and mediocre movie:We have reached a point at which people will watch anything that has the tag ""Marvel"" on it. I kept fighting to prevent myself from falling asleep during the first hour. It's incredibly slow and nothing interesting happens. Namor and Talokans could be terrifying but couldn't reach their full potential.The forced jokes weren't funny at all. The action sequences doesn't look good. The background tracks/scores were too much or had no control. It stood seperate from what's happening.I can understand why they should be grieving but grief isn't so good for a marvel movie. They didn't handle it well either. The wow factor is missing and the whole movie falls flat."
14,Black Panther: Wakanda Forever,," Well... it's not what I expected:Saw this the other night at the movies. The cinema was packed with joyous Marvel fans who have obviously enjoyed the first Black Panther movie. The first 30 minutes into the movie, the audience vibes cooled off noticeably. After 2h41, most people stood up and quickly left the theater, more than half of the crowd not even caring for the end credit scene. Well, that tells you something...After the screening, our group of four discussed what disappointed the most: was it the dragging narrative (trying to tell too many stories and trying to pleasing too many audiences), the lengthy dialogues (which to me felt like they made up 2/3 of this movie), the rushed/forced action scenes or (what bothered me the most) the absence of the Black Panther for most of the running time. In the end, the movie disappoints on many levels."
15,Black Panther: Wakanda Forever,9," A Fitting Tribute:At the risk of overstatement, it's hard not to be blown away by writer-director Ryan Coogler's ""Black Panther: Wakanda Forever."" This is a vast improvement over its predecessor offering (2018), if not the best picture to ever come out of the Marvel Universe. It's the kind of film that shows comic book movies can indeed go beyond action sequences and endless explosions to offer viewers something more meaningful and substantial, a result capable of silencing critics like filmmaker Martin Scorsese, who blanketly contend that these releases are without artistic merit. What's more, this second outing in the franchise has undoubtedly saved it from oblivion after losing its lead character in the wake of its initial outing with the untimely death of protagonist Chadwick Boseman. In addition to telling a compelling story, this film provides a credible bridge to the future while fittingly serving as a respectful tribute to its fallen star, one that honors the actor in a way that the movie industry unfortunately never did. Its tactful, reverential treatment of this issue is sure to evoke an emotional response, if not a few tears, in a truly loving but not maudlin way. Beyond that, the narrative and character development in this installment are also a significant cut above the original, telling a more engaging story with deftly nuanced themes that make its predecessor look comparatively simple. It also features fine performances by its ensemble cast, particularly Letitia Wright, Lupita Nyong'o, Danai Gurira, and, most notably, Angela Bassett in a genuinely Oscar-worthy portrayal. But what's most impressive is the film's handling of its principal themes, delving into concepts that action-adventure offerings rarely, if ever, do, and certainly not as capably addressed as here (making pictures like ""The Woman King"" appear somewhat amateurish by comparison). To be sure, there are a few elements that might have been handled better (the picture is a little too long, it underutilizes the talents of Winston Duke, and there are a few too many James Cameron-esque graphic and cinematic attributes reminiscent of ""Avatar"" (2009) and ""The Abyss"" (1989)), but these are minor shortcomings in comparison to everything else the picture has to offer. Of course, it's impossible to talk about this release without noting that it probably wouldn't have the same onscreen impact were it not for the tragic offscreen story that has sadly accompanied it, though the filmmakers truly deserve praise for their sensitive handling of this matter without giving in to cheap exploitation or sensationalism, results that may very well have occurred in lesser-skilled hands. It's truly comforting to see that the ""Black Panther"" franchise has managed to weather this storm and to do so as well as it has. Wakanda Forever indeed."
16,Black Panther: Wakanda Forever,9," Tender  human  tragic and Beautiful:The biggest compliment I can give this film is just how human it feels, you can feel the grief and sadness pouring through every shot. But perhaps the best part of this movie is the grief isn't used to make it good the story is compelling, Namor is a great villain and Shuris arc in the course of this movie was amazing and some of marvels best character arc. Seeing wakanda vs Tolkan (sorry if misspelled) was thrilling and both sides had really good points and arguments. The performances across the board were perfect and riri made a great addition to the movie. I do have some issues with the movie however the action at points can be a bit generic and in the third act there's a montage used to try and get the characters ready for the final battle and feels a bit lazy. But aside from that this has to be one of the better marvel movies and worthy successor to the original black panther."
17,Black Panther: Wakanda Forever,6," It's fine  I guess?:First off, it's long. There's minimal action. The action there is is disappointing. So we have a fairly boring movie. I get the intention to focus on the emotional notes in the wake of CB's death, but it just didn't hit me in my feels. My husband cried. A lot. I remain unmoved. The visuals appear very muted when compared to first movie. Bizarre inclusion of naming conventions/explanations à la Solo movie. We get even more characters getting nano suits. Really? I know it's hard to come up with new ideas, but we've seen more than enough of these at this point.As I said, it's fine. I guess. Definitely didn't hate it."
18,Black Panther: Wakanda Forever,10," Perfect tribute to Chadwick Boseman !:This movie is emotional in terms of its storyline and we know why.I love this movie.The themes in this movie of grief, revenge, legacy, and family were astounding and handled very well. It has dark theme which I liked the most.The cinematography was incredible along with the costume design and soundtrack. The CGI was really well done.I definitely recommend seeing this in theatres if you can, I know that I'm going to be making more trips back to see it a few more times. All I have to say now is - Rest in Peace Chadwick Boseman... your legacy will always be with us.MUST WATCH for a MARVEL Fan !!"
19,Black Panther: Wakanda Forever,7," For Honor  For Legacy  For Wakanda!:The first black panther was mostly focused on Wakandan affairs, this one really expands that but despite the wider scope it is one of the most intimate movies in the MCU so far. Less action and more about honoring Black Panther's death, if felt more real considering Chadwick himself passed; it was also more political handling the passing of power and as I did my best to avoid spoilers and teaser trailers, I've found out the big secret was already revealed in a leak. I'll try avoiding the spoilers.As said earlier, this one doesn't not only like focus on wakanda, it widens it's scope to the whole world. It increases the stakes, making it seem like an elaborate plot scheme. I loved that it was evenly matched throughout, Wakanda seemed to have better tech but Talocans seemed to be stronger fighters.Namor had a really cool, mysterious intro. M'baku was hilarious, the movie was generally quite comedic for the first half but unlike other recent marvel movies it fortunately wasn't forced humor. Action felt seldom especially considering the runtime, but after watching the first black panther just before they were better. It's slow paced so this isn't as blood rushing as other marvel movies, don't expect constant tension or fights. Everyone was as good as you'd expect but Angela Bassett gave an amazing performance and stood out. As was the first movie, I still feel like Andy Serkis is an underrated perfect casting.Opening scene honors T'challa and opening credits for Chadwick, it's continued throughout. It had flashbacks and tributes that made the movie more of a farewell to both, everything seemed secondary.I watched this as a double feature with the first back to back and Wakanda Forever is better. I didn't really have high expectations as a lot of Phase 4 productions have disappointed me, and some of the projects that I actually liked were met with criticisms.End Game carried a lot of emotions a closure to Phase three, this has to be the most devotedly emotional in depth marvel movie, not because of the fan love but because it was written that way. Might not be the best at it but for a superhero movie it was. It was a great way to honor Chadwick and a good movie, I however didn't get that feeling leaving the cinema like I had just seen something special. You know, the way you felt after endgame, even though that's a high bar. The movie still does an impressive job and difficult task bettering it's prequel without it's beloved star, delivering the most emotional take in the MCU thus far."
